JUGADOR;NACIONALIDAD;FECHA;F_JUEGO;LOCAL;VISITANTE;MARCADOR;POSICION;GOLES;ASISTENCIAS;T.A.;S.T.A;T.R.;M_INICIAL;M_FINAL;"TIEMPO 
JUGADO";COMPETENCIA
Bruno Fernandes;Portugal;17;1/01/2021;Man Utd  (2);Aston Villa  (4);2:01;Volante;1;0;0;0;0;0;87;87;PREMIER LEAGUE
Bruno Fernandes;Portugal;1;12/01/2021;Burnley  (12);Man Utd  (10);0:01;Volante;0;0;1;0;0;0;89;89;PREMIER LEAGUE
Bruno Fernandes;Portugal;19;17/01/2021;Liverpool  (5);Man Utd  (1);0:00;Volante;0;0;0;0;0;0;89;89;PREMIER LEAGUE
Bruno Fernandes;Portugal;18;20/01/2021;Fullham;Man Utd  (1);1:02;Volante;0;1;0;0;0;0;90;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;20;27/01/2021;Man Utd  (2);Sheff Utd  (20);1:02;Volante;0;0;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;21;30/01/2021;Arsenal  (10);Man Utd  (2);0:00;Volante;0;0;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;22;2/02/2021;Man Utd  (2);Southhampton  (12);9:00;Volante;1;2;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;23;6/02/2021;Man Utd  (2);Everton  (6);3:03;Volante;1;0;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;24;14/02/2021;West Brom  (19);Man Utd  (2);1:01;Volante;1;0;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;25;21/02/2021;Man Utd  (2);Newcastle  (17);3:01;Volante;1;0;1;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;26;28/02/2021;Chelsea  (5);Man Utd  (2);0:00;Volante;0;0;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;29;3/03/2021;Crystal Palace  (12);Man Utd  (2);0:00;Volante;0;0;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;27;7/03/2021;Man City  (1);Man Utd  (2);0:02;Volante;1;0;0;0;0;0;90;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;28;14/03/2021;Man Utd  (2);West Ham  (4);1:00;Volante;0;0;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;30;4/04/2021;Man Utd  (2);Brighton  (16);2:01;Volante;0;1;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;31;11/04/2021;Tottenham  (6);Man Utd  (2);1:03;Volante;0;0;0;0;0;0;90;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;32;18/04/2021;Man Utd  (2);Burnley  (16);3:01;Volante;0;0;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;33;25/04/2021;Leeds  (10);Man Utd  (2);0:00;Volante;0;0;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;35;9/05/2021;Aston Villa  (9);Man Utd  (2);1:03;Volante;1;0;0;0;0;0;86;86;PREMIER LEAGUE
Bruno Fernandes;Portugal;36;11/05/2021;Man Utd  (2);Leicester  (4);1:02;Volante;0;0;0;0;0;78;0;12;PREMIER LEAGUE
Bruno Fernandes;Portugal;34;13/05/2021;Man Utd  (2);Liverpool  (6);2:04;Volante;1;0;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;37;18/05/2021;Man Utd  (2);Fullham  (18);1:01;Volante;0;0;1;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;1;14/08/2021;Man Utd  (1);Leeds  (20);5:01;Volante;3;0;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;2;22/08/2021;Southampton (16);Man Utd  (1);1:01;Volante;0;0;1;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;3;29/08/2021;Wolves  (16);Man Utd  (6);0:01;Volante;0;0;1;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;4;11/09/2021;Man Utd  (3);Newcastle  (17);4:01;Volante;1;0;0;0;0;0;84;84;PREMIER LEAGUE
Bruno Fernandes;Portugal;5;19/09/2021;West Ham   (8);Man Utd  (1);1:02;Volante;0;0;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;6;25/09/2021;Man Utd  (3);Aston Villa  (10);0:01;Volante;0;0;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;7;2/10/2021;Man Utd  (4);Everton  (5);1:01;Volante;0;1;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;8;16/10/2021;Leicester  (13);Man Utd  (4);4:02;Volante;0;1;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;9;24/10/2021;Man Utd  (6);Liverpool  (2);0:05;Volante;0;0;1;0;0;0;62;62;PREMIER LEAGUE
Bruno Fernandes;Portugal;10;30/10/2021;Tottenham  (6);Man Utd  (7);0:03;Volante ;0;1;0;0;0;0;76;76;PREMIER LEAGUE
Bruno Fernandes;Portugal;11;6/11/2021;Man Utd  (5);Man City  (3);0:02;Volante ;0;0;0;0;0;0;0;90;PREMIER LEAGUE
Bruno Fernandes;Portugal;Semi-Finals;6/01/2021;Man Utd;Man City;0:02;Volante;0;0;0;0;0;0;0;90;COPA DE LA LIGA
Bruno Fernandes;Portugal;Third Round;22/09/2021;Man Utd;West Ham;0:01;Volante;0;0;0;0;0;72;0;18;COPA DE LA LIGA
Bruno Fernandes;Portugal;Fourth Round;24/01/2021;Man Utd;Liverpool;3:02;Volante;1;0;0;0;0;66;0;24;FA CUP
Bruno Fernandes;Portugal;Fifth Round;9/02/2021;Man Utd;West Ham;1:00;Volante;0;0;0;0;0;73;0;47;FA CUP
Bruno Fernandes;Portugal;Quarter-Finals;21/03/2021;Leicester;Man Utd;3:01;Volante;0;0;0;0;0;64;0;26;FA CUP
Luka Modric;Croatia;Group D;13/06/2021;England;Croatia;1:00;Volante ;0;0;0;0;0;0;0;90;EURO 2020
Luka Modric;Croatia;Group D;18/06/2021;Croatia;Czech Republic ;1:01;Volante ;0;0;0;0;0;0;0;90;EURO 2020
Luka Modric;Croatia;Group D;22/06/2021;Croatia;Scotland;3:01;Volante ;1;1;0;0;0;0;0;90;EURO 2020
Luka Modric;Croatia;Round of 16;28/06/2021;Croatia;Spain;3:05;Volante ;0;0;0;0;0;0;114;114;EURO 2020
Luka Modric;Croatia;last 16 1st leg;24/02/2021;Atalanta BC;Real Madrid;0:01;Volante ;0;1;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Luka Modric;Croatia;last 16 2nd leg;16/03/2021;Real Madrid;Atalanta BC;3:01;Volante;0;1;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Luka Modric;Croatia;Quarter-Finals 1st leg;6/04/2021;Real Madrid;Liverpool;3:01;Volante ;0;1;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Luka Modric;Croatia;Quarter-Finals 2nd leg;14/04/2021;Liverpool;Real Madrid;0:00;Volante ;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Luka Modric;Croatia;Semi-Finals 1st Leg;27/04/2021;Real Madrid;Chelsea;1:01;Volante ;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Luka Modric;Croatia;Semi-Finals 2nd Leg;5/05/2021;Chelsea;Real Madrid;2:00;Volante ;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Luka Modric;Croatia;Group D;15/09/2021;Inter;Real Madrid;0:01;Volante ;0;0;0;0;0;0;80;80;UEFA CHAMPIONS LEAGUE
Luka Modric;Croatia;Group D;28/09/2021;Real Madrid;FC Sheriff;1:02;Volante ;0;0;0;0;0;66;0;24;UEFA CHAMPIONS LEAGUE
Luka Modric;Croatia;Group D;19/10/2021;Shakhtar D;Real Madrid;0:05;Volante ;0;1;0;0;0;0;78;78;UEFA CHAMPIONS LEAGUE
Luka Modric;Croatia;Group D;3/11/2021;Real Madrid;Shakhtar D;2:01;Volante ;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Luka Modric;Croatia;Group H;24/03/2021;Slovenia  (17);Croatia  (41);1:00;Volante;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Luka Modric;Croatia;Group H;27/03/2021;Croatia  (41);Cyprus  (32);1:00;Volante ;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Luka Modric;Croatia;Group H;30/03/2021;Croatia  (27);Malta  (36);3:00;Volante ;1;0;0;0;0;54;0;36;ELIMINATORIAS MUNDIALISTAS
Luka Modric;Croatia;Group H;8/10/2021;Cyprus;Croatia;0:03;Volante ;0;1;0;0;0;0;84;84;ELIMINATORIAS MUNDIALISTAS
Luka Modric;Croatia;Group H;11/10/2021;Croatia;Slovakia;2:02;Volante ;1;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Luka Modric;Croatia;41;1/06/2021;Croatia;Armenia;1:01;Volante ;0;1;0;0;0;0;46;45;AMISTOSO
Luka Modric;Croatia;15;6/06/2021;Belgium;Croatia;1:00;Volante ;0;0;0;0;0;0;61;61;AMISTOSO
Luka Modric;Croatia;17;2/01/2021;Real Madrid  (2);Celta de Vigo  (8);2:00;Volante ;0;0;0;0;0;0;85;85;LA LIGA
Luka Modric;Croatia;18;9/01/2021;CA Osasuna  (19);Real Madrid  (2);0:00;Volante ;0;0;0;0;0;0;75;75;LA LIGA
Luka Modric;Croatia;20;23/01/2021;Alavés  (17);Real Madrid  (2);1:04;Volante ;0;1;0;0;0;0;77;77;LA LIGA
Luka Modric;Croatia;21;30/01/2021;Real Madrid  (2);Levante  (12);1:02;Volante ;0;0;0;0;0;0;0;90;LA LIGA
Luka Modric;Croatia;22;6/02/2021;SD Huesca  (20);Real Madrid  (2);1:02;Volante ;0;0;0;0;0;0;0;90;LA LIGA
Luka Modric;Croatia;1;9/02/2021;Real Madrid  (3);Getafe  (17);2:00;Volante ;0;0;0;0;0;0;0;90;LA LIGA
Luka Modric;Croatia;23;14/02/2021;Real Madrid  (2);Valencia  (13);2:00;Volante ;0;0;0;0;0;0;79;79;LA LIGA
Luka Modric;Croatia;24;20/02/2021;Real Valladolid  (18);Real Madrid  (2);0:01;Volante ;0;0;0;0;0;0;0;90;LA LIGA
Luka Modric;Croatia;25;1/03/2021;Real Madrid  (2);Real Sociedad  (5);1:01;Volante ;0;0;0;0;0;0;76;76;LA LIGA
Luka Modric;Croatia;26;7/03/2021;Atlético Madrid  (1);Real Madrid  (2);1:01;Volante ;0;0;0;0;0;0;0;90;LA LIGA
Luka Modric;Croatia;27;13/03/2021;Real Madrid  (3);Elche  (17);2:01;Volante ;0;1;0;0;0;62;0;28;LA LIGA
Luka Modric;Croatia;28;20/03/2021;Celta de Vigo  (10);Real Madrid  (3);1:03;Volante;0;0;1;0;0;0;0;90;LA LIGA
Luka Modric;Croatia;29;3/04/2021;Real Madrid  (3);SD Eibar  (19);2:00;Volante ;0;0;0;0;0;0;61;61;LA LIGA
Luka Modric;Croatia;30;10/04/2021;Real Madrid  (3);Barcelona  (2);2:01;Volante ;0;0;0;0;0;0;0;90;LA LIGA
Luka Modric;Croatia;33;18/04/2021;Getafe  (15);Real Madrid  (2);0:00;Volante ;0;0;0;0;0;0;0;90;LA LIGA
Luka Modric;Croatia;32;24/04/2021;Real Madrid  (2);Real Betis  (6);0:00;Volante ;0;0;0;0;0;0;77;77;LA LIGA
Luka Modric;Croatia;35;9/05/2021;Real Madrid  (2);Sevilla FC  (4);2:02;Volante ;0;0;0;0;0;0;66;66;LA LIGA
Luka Modric;Croatia;36;13/05/2021;Granada ;Real Madrid  (2);1:04;Volante ;1;0;1;0;0;0;0;90;LA LIGA
Luka Modric;Croatia;37;16/05/2021;Athletic  (9);Real Madrid  (2);0:01;Volante ;0;0;0;0;0;0;0;90;LA LIGA
Luka Modric;Croatia;38;22/05/2021;Real Madrid  (2);Villarreal  (7);2:01;Volante ;1;0;0;0;0;0;0;90;LA LIGA
Luka Modric;Croatia;1;14/08/2021;Alavés  (19);Real Madrid  (1);1:04;Volante ;0;1;0;0;0;0;88;88;LA LIGA
Luka Modric;Croatia;4;12/09/2021;Real Madrid  (1);Celta de Vigo  (18);5:02;Volante ;0;0;0;0;0;0;79;79;LA LIGA
Luka Modric;Croatia;5;19/09/2021;Valencia  (2);Real Madrid  (1);1:02;Volante ;0;0;0;0;0;0;67;67;LA LIGA
Luka Modric;Croatia;7;25/09/2021;Real Madrid  (1);Villarreal  (12);0:00;Volante ;0;0;0;0;0;0;73;73;LA LIGA
Luka Modric;Croatia;8;3/10/2021;Espanyol  (14);Real Madrid  (1);2:01;Volante;0;0;0;0;0;0;61;61;LA LIGA
Luka Modric;Croatia;10;24/10/2021;Barcelona  (7);Real Madrid  (2);1:02;Volante ;0;0;0;0;0;0;0;90;LA LIGA
Luka Modric;Croatia;12;30/10/2021;Elche ;Real Madrid  (3);1:02;Volante ;0;1;0;0;0;0;84;84;LA LIGA
Luka Modric;Croatia;Semi-Finals;14/01/2021;Real Madrid;Athletic;1:02;Volante ;0;0;0;0;0;0;67;67;SUPERCOPA DE ESPAÑA
Karim Benzema;France;Group F;15/06/2021;France;Germany;1:00;Delantero;0;0;0;0;0;0;89;89;EURO 2020
Karim Benzema;France;Group F;19/06/2021;Hungary;France;1:01;Delantero;0;0;0;0;0;0;76;76;EURO 2020
Karim Benzema;France;Group F;23/06/2021;Portugal;France;2:02;Delantero;2;0;0;0;0;0;0;90;EURO 2020
Karim Benzema;France;Round of 16;28/06/2021;France;Switzerland;7:08;Delantero;2;0;0;0;0;0;94;94;EURO 2020
Karim Benzema;France;last 16 2nd leg;16/03/2021;Real Madrid;Atalanta BC;3:01;Delantero;1;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Karim Benzema;France;Quarter-Finals 1st leg;6/04/2021;Real Madrid;Liverpool;3:01;Delantero;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Karim Benzema;France;Quarter-Finals 2nd leg;14/04/2021;Liverpool;Real Madrid;0:00;Delantero;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Karim Benzema;France;Semi-Finals 1st Leg;27/04/2021;Real Madrid;Chelsea;1:01;Delantero;1;0;0;0;0;0;90;90;UEFA CHAMPIONS LEAGUE
Karim Benzema;France;Semi-Finals 2nd Leg;5/05/2021;Chelsea;Real Madrid;2:00;Delantero;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Karim Benzema;France;Group D;15/09/2021;Inter;Real Madrid;0:01;Delantero;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Karim Benzema;France;Group D;28/09/2021;Real Madrid;FC Sheriff;1:02;Delantero;1;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Karim Benzema;France;Group D;19/10/2021;Shakhtar D;Real Madrid;0:05;Delantero;1;1;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Karim Benzema;France;Group D;3/11/2021;Real Madrid;Shakhtar D;2:01;Delantero;2;0;0;0;0;0;79;79;UEFA CHAMPIONS LEAGUE
Karim Benzema;France;Group D;1/09/2021;France  (10);Bosnia  (38);1:01;Delantero;0;0;0;0;0;0;76;76;ELIMINATORIAS MUNDIALISTAS
Karim Benzema;France;Group D;4/09/2021;Ukraine;France;1:01;Delantero;0;0;0;0;0;64;0;26;ELIMINATORIAS MUNDIALISTAS
Karim Benzema;France;Group D;7/09/2021;France;Finland;2:00;Delantero;0;1;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Karim Benzema;France;52;2/06/2021;France;Wales;3:00;Delantero;0;1;0;0;0;0;0;90;AMISTOSO
Karim Benzema;France;9;8/06/2021;France;Bulgaria;3:00;Delantero;0;0;0;0;0;0;39;39;AMISTOSO
Karim Benzema;France;17;2/01/2021;Real Madrid  (2);Celta de Vigo  (8);2:00;Delantero;0;0;0;0;0;0;90;90;LA LIGA
Karim Benzema;France;18;9/01/2021;CA Osasuna  (19);Real Madrid  (2);0:00;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;20;23/01/2021;Alavés  (17);Real Madrid  (2);1:04;Delantero;2;0;1;0;0;0;0;90;LA LIGA
Karim Benzema;France;21;30/01/2021;Real Madrid  (2);Levante  (12);1:02;Delantero;0;0;0;0;0;0;82;82;LA LIGA
Karim Benzema;France;22;6/02/2021;SD Huesca  (20);Real Madrid  (2);1:02;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;1;9/02/2021;Real Madrid  (3);Getafe  (17);2:00;Delantero;1;0;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;23;14/02/2021;Real Madrid  (2);Valencia  (13);2:00;Delantero;1;0;0;0;0;0;79;79;LA LIGA
Karim Benzema;France;26;7/03/2021;Atlético Madrid  (1);Real Madrid  (2);1:01;Delantero;1;0;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;27;13/03/2021;Real Madrid  (3);Elche  (17);2:01;Delantero;2;0;1;0;0;0;0;90;LA LIGA
Karim Benzema;France;28;20/03/2021;Celta de Vigo  (10);Real Madrid  (3);1:03;Delantero;2;1;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;29;3/04/2021;Real Madrid  (3);SD Eibar  (19);2:00;Delantero;1;0;0;0;0;0;80;80;LA LIGA
Karim Benzema;France;30;10/04/2021;Real Madrid  (3);Barcelona  (2);2:01;Delantero;1;0;0;0;0;0;72;72;LA LIGA
Karim Benzema;France;33;18/04/2021;Getafe  (15);Real Madrid  (2);0:00;Delantero;0;0;0;0;0;65;0;25;LA LIGA
Karim Benzema;France;31;21/04/2021;Cádiz ;Real Madrid  (2);0:03;Delantero;2;1;0;0;0;0;74;74;LA LIGA
Karim Benzema;France;32;24/04/2021;Real Madrid  (2);Real Betis  (6);0:00;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;34;1/05/2021;Real Madrid  (2);CA Osasuna  (11);2:00;Delantero;0;1;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;35;9/05/2021;Real Madrid  (2);Sevilla FC  (4);2:02;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;36;13/05/2021;Granada ;Real Madrid  (2);1:04;Delantero;1;0;0;0;0;0;77;77;LA LIGA
Karim Benzema;France;37;16/05/2021;Athletic  (9);Real Madrid  (2);0:01;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;38;22/05/2021;Real Madrid  (2);Villarreal  (7);2:01;Delantero;1;1;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;1;14/08/2021;Alavés  (19);Real Madrid  (1);1:04;Delantero;2;0;0;0;0;0;89;89;LA LIGA
Karim Benzema;France;2;22/08/2021;Levante  (8);Real Madrid  (1);3:03;Delantero;0;2;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;3;28/08/2021;Real Betis  (13);Real Madrid  (3);0:01;Delantero;0;1;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;4;12/09/2021;Real Madrid  (1);Celta de Vigo  (18);5:02;Delantero;3;1;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;5;19/09/2021;Valencia  (2);Real Madrid  (1);1:02;Delantero;1;1;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;6;22/09/2021;Real Madrid  (1);RCD Mallorca  (9);6:01;Delantero;2;2;0;0;0;0;80;80;LA LIGA
Karim Benzema;France;7;25/09/2021;Real Madrid  (1);Villarreal  (12);0:00;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;8;3/10/2021;Espanyol  (14);Real Madrid  (1);2:01;Delantero;1;0;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;10;24/10/2021;Barcelona  (7);Real Madrid  (2);1:02;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;11;27/10/2021;Real Madrid  (2);CA Osasuna  (6);0:00;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Karim Benzema;France;13;6/11/2021;Real Madrid  (2);Rayo Vallecano  (6);2:01;Delantero;1;0;0;0;0;0;83;83;LA LIGA
Karim Benzema;France;Third Round;20/01/2021;CD Alcoyano;Real Madrid;2:01;Delantero;0;0;0;0;0;67;0;53;COPA DEL REY
Karim Benzema;France;Semi-Finals;14/01/2021;Real Madrid;Athletic;1:02;Delantero;1;0;0;0;0;0;88;88;SUPERCOPA DE ESPAÑA
Lautaro Martinez;Argentina;Group D;15/09/2021;Inter;Real Madrid;0:01;Delantero;0;0;1;0;0;0;65;65;UEFA CHAMPIONS LEAGUE
Lautaro Martinez;Argentina;Group D;28/09/2021;Shakhtar D;Inter;0:00;Delantero;0;0;0;0;0;0;72;72;UEFA CHAMPIONS LEAGUE
Lautaro Martinez;Argentina;Group D;19/10/2021;Inter;FC Sheriff;3:01;Delantero;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Lautaro Martinez;Argentina;Group D;3/11/2021;FC Sheriff;Inter;1:03;Delantero;0;0;0;0;0;0;81;81;UEFA CHAMPIONS LEAGUE
Lautaro Martinez;Argentina;Group A;4/06/2021;Argentina  (2);Chile  (6);1:01;Delantero;0;1;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Lautaro Martinez;Argentina;Group A;9/06/2021;Colombia  (6);Argentina  (2);2:02;Delantero;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Lautaro Martinez;Argentina;Group A;3/09/2021;Venezuela  (9);Argentina  (2);1:03;Delantero;1;1;0;0;0;0;76;76;ELIMINATORIAS MUNDIALISTAS
Lautaro Martinez;Argentina;Group A;10/09/2021;Argentina;Bolivia;3:00;Delantero;0;0;0;0;0;0;71;71;ELIMINATORIAS MUNDIALISTAS
Lautaro Martinez;Argentina;Group A;11/10/2021;Argentina  (2);Uruguay  (5);3:00;Delantero;1;1;0;0;0;0;65;65;ELIMINATORIAS MUNDIALISTAS
Lautaro Martinez;Argentina;Group A;15/10/2021;Argentina;Peru;1:00;Delantero;1;0;0;0;0;0;85;85;ELIMINATORIAS MUNDIALISTAS
Lautaro Martinez;Argentina;15;3/01/2021;Inter  (2);Crotone  (19);6:02;Delantero;3;0;0;0;0;0;0;90;SERIE A
Lautaro Martinez;Argentina;16;6/01/2021;Bolonia (11);Inter  (2);2:01;Delantero;0;0;1;0;0;0;0;90;SERIE A
Lautaro Martinez;Argentina;17;10/01/2021;AS Roma  (4);Inter  (2);2:02;Delantero;0;0;0;0;0;0;77;77;SERIE A
Lautaro Martinez;Argentina;18;17/01/2021;Inter  (2);Juventus  (3);2:00;Delantero;0;0;0;0;0;0;86;86;SERIE A
Lautaro Martinez;Argentina;19;23/01/2021;Udinese Calcio  (15);Inter  (2);0:00;Delantero;0;0;0;0;0;0;70;70;SERIE A
Lautaro Martinez;Argentina;20;30/01/2021;Inter  (2);Benevento  (11);4:00;Delantero;1;1;0;0;0;0;74;74;SERIE A
Lautaro Martinez;Argentina;21;5/02/2021;Fiorentina  (12);Inter  (2);0:02;Delantero;0;0;0;0;0;61;0;29;SERIE A
Lautaro Martinez;Argentina;22;14/02/2021;Inter  (2);Lazio  (4);3:01;Delantero;1;1;0;0;0;0;78;78;SERIE A
Lautaro Martinez;Argentina;23;21/02/2021;AC Milan  (2);Inter  (1);0:03;Delantero;2;0;0;0;0;0;78;78;SERIE A
Lautaro Martinez;Argentina;24;28/02/2021;Inter  (1);Genoa  (11);3:00;Delantero;0;1;0;0;0;0;76;76;SERIE A
Lautaro Martinez;Argentina;25;4/03/2021;Parma  (19);Inter  (1);1:02;Delantero;0;0;0;0;0;75;0;15;SERIE A
Lautaro Martinez;Argentina;26;8/03/2021;Inter  (1);Atalanta BC  (4);1:00;Delantero;0;0;0;0;0;0;77;77;SERIE A
Lautaro Martinez;Argentina;27;14/03/2021;Torino  (17);Inter  (1);1:02;Delantero;1;1;0;0;0;0;89;89;SERIE A
Lautaro Martinez;Argentina;29;3/04/2021;Bologna  (11);Inter  (1);0:01;Delantero;0;0;0;0;0;0;71;71;SERIE A
Lautaro Martinez;Argentina;28;7/04/2021;Inter  (1);Sassuolo (8);2:01;Delantero;1;0;0;0;0;0;77;77;SERIE A
Lautaro Martinez;Argentina;30;11/04/2021;Inter  (1);Cagliari Calcio  (18);1:00;Delantero;0;0;0;0;0;70;0;20;SERIE A
Lautaro Martinez;Argentina;31;18/04/2021;Napoli (5);Inter  (1);1:01;Delantero;0;0;0;0;0;0;75;75;SERIE A
Lautaro Martinez;Argentina;32;21/04/2021;Spezia Calcio  (14);Inter  (1);1:01;Delantero;0;0;0;0;0;0;0;90;SERIE A
Lautaro Martinez;Argentina;33;25/04/2021;Inter  (1);Hellas Verona  (10);1:00;Delantero;0;0;0;0;0;0;72;72;SERIE A
Lautaro Martinez;Argentina;34;1/05/2021;Crotone  (20);Inter  (1);0:02;Delantero;0;0;0;0;0;0;65;65;SERIE A
Lautaro Martinez;Argentina;35;8/05/2021;Inter  (1);Sampdoria  (9);5:01;Delantero;1;0;0;0;0;0;73;73;SERIE A
Lautaro Martinez;Argentina;36;12/05/2021;Inter  (1);AS Roma  (7);3:01;Delantero;0;0;0;0;0;35;77;42;SERIE A
Lautaro Martinez;Argentina;37;15/05/2021;Juventus  (5);Inter  (1);3:02;Delantero;0;1;1;0;0;0;0;90;SERIE A
Lautaro Martinez;Argentina;38;23/05/2021;Inter  (1);Udinese Calcio  (12);5:01;Delantero;1;1;1;0;0;0;57;57;SERIE A
Lautaro Martinez;Argentina;2;27/08/2021;Hellas Verona  (13);Inter  (1);1:03;Delantero;1;0;1;0;0;0;74;74;SERIE A
Lautaro Martinez;Argentina;3;12/09/2021;Sampdoria;Inter  (2);2:02;Delantero;1;0;0;0;0;0;62;62;SERIE A
Lautaro Martinez;Argentina;4;18/09/2021;Inter  (4);Bologna  (6);6:01;Delantero;1;0;0;0;0;0;67;67;SERIE A
Lautaro Martinez;Argentina;5;21/09/2021;Fiorentina  (5);Inter  (2);1:03;Delantero;0;0;0;0;0;0;83;83;SERIE A
Lautaro Martinez;Argentina;6;25/09/2021;Inter  (2);Atalanta BC  (5);2:02;Delantero;1;0;0;0;0;0;81;81;SERIE A
Lautaro Martinez;Argentina;7;2/10/2021;Sassuolo;Inter  (3);1:02;Delantero;1;0;0;0;0;0;88;88;SERIE A
Lautaro Martinez;Argentina;8;16/10/2021;Lazio  (6);Inter  (3);3:01;Delantero;0;0;1;0;0;76;0;14;SERIE A
Lautaro Martinez;Argentina;9;24/10/2021;Inter  (3);Juventus  (7);1:01;Delantero;0;0;0;0;0;0;72;72;SERIE A
Lautaro Martinez;Argentina;10;27/10/2021;FC Empoli  (10);Inter  (3);0:02;Delantero;0;1;0;0;0;0;84;84;SERIE A
Lautaro Martinez;Argentina;11;31/10/2021;Inter  (3);Udinese Calcio  (14);2:00;Delantero;0;0;0;0;0;80;0;10;SERIE A
Lautaro Martinez;Argentina;12;7/11/2021;AC Milan  (2);Inter  (3);1:01;Delantero;0;0;0;0;0;0;84;84;SERIE A
Lautaro Martinez;Argentina;Round of 16;13/01/2021;Fiorentina;Inter;1:02;Delantero;0;0;0;0;0;0;69;69;ITALY CUP
Lautaro Martinez;Argentina;Quarter-Finals;26/01/2021;Inter;AC Milan;2:01;Delantero;0;0;0;0;0;67;0;23;ITALY CUP
Lautaro Martinez;Argentina;Semi-Finals 1st Leg;2/02/2021;Inter;Juventus;1:02;Delantero;1;0;0;0;0;0;0;90;ITALY CUP
