JUGADOR;NACIONALIDAD;FECHA;F_JUEGO;LOCAL;VISITANTE;MARCADOR;POSICION;GOLES;ASISTENCIAS;T.A.;S.T.A;T.R.;M_INICIAL;M_FINAL;"TIEMPO 
JUGADO";COMPETENCIA
Lionel Messi;Argentina;last 16 1st leg;16/02/2021;Barcelona;Paris SG;1:04;Delantero;1;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Lionel Messi;Argentina;last 16 2nd leg;10/03/2021;Paris SG;Barcelona;1:01;Delantero;1;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Lionel Messi;Argentina;Group A;15/09/2021;Club Brugge;Paris SG;1:01;Volante;0;0;1;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Lionel Messi;Argentina;Group A;28/09/2021;Paris SG;Man City;2:00;Volante;1;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Lionel Messi;Argentina;Group A;19/10/2021;Paris SG;Leipzig;3:02;Volante;2;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Lionel Messi;Argentina;17;3/01/2021;SD Huesca  (20);Barcelona  (5);0:01;Volante;0;1;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;2;6/01/2021;Athletic  (18);Barcelona  (1);2:03;Delantero;2;0;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;18;9/01/2021;Granada ;Barcelona  (3);0:04;Delantero;2;0;0;0;0;0;65;65;LA LIGA
Lionel Messi;Argentina;21;31/01/2021;Barcelona  (3);Athletic  (11);2:01;Delantero;1;0;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;22;7/02/2021;Real Betis  (7);Barcelona  (3);2:03;Delantero;1;0;0;0;0;57;0;33;LA LIGA
Lionel Messi;Argentina;23;13/02/2021;Barcelona  (3);Alavés  (15);5:01;Delantero;2;1;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;24;21/02/2021;Barcelona  (3);Cadiz(15);1:01;Delantero;1;0;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;1;24/02/2021;Barcelona  (1);Elche  (20);3:00;Delantero;2;0;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;25;27/02/2021;Sevilla FC  (3);Barcelona  (4);0:02;Delantero;1;1;1;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;26;6/03/2021;CA Osasuna  (12);Barcelona  (3);0:02;Delantero;0;2;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;27;15/03/2021;Barcelona  (2);SD Huesca  (20);4:01;Delantero;2;1;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;28;21/03/2021;Real Sociedad  (5);Barcelona  (2);1:06;Delantero;2;1;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;29;5/04/2021;Barcelona  (2);Real Valladolid  (16);1:00;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;30;10/04/2021;Real Madrid  (3);Barcelona  (2);2:01;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;31;22/04/2021;Barcelona  (3);Getafe  (15);5:02;Delantero;2;1;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;32;25/04/2021;Villarreal  (7);Barcelona  (3);1:02;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;33;29/04/2021;Barcelona  (1);Granada  (8);1:02;Delantero;1;0;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;34;2/05/2021;Valencia  (14);Barcelona  (3);2:03;Delantero;2;0;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;35;8/05/2021;Barcelona  (3);Atlético Madrid  (1);0:00;Delantero;0;0;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;36;11/05/2021;Levante  (14);Barcelona  (3);3:03;Delantero;1;0;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;37;16/05/2021;Barcelona  (3);Celta de Vigo  (8);1:02;Delantero;1;0;0;0;0;0;0;90;LA LIGA
Lionel Messi;Argentina;4;29/08/2021;Stade Reims  (12);Paris SG  (1);0:02;Volante;0;0;0;0;0;66;0;24;LEAGUE 1
Lionel Messi;Argentina;6;19/09/2021;Paris SG  (1);Olympique Lyon  (7);2:01;Delantero;0;0;0;0;0;0;76;76;LEAGUE 1
Lionel Messi;Argentina;9;3/10/2021;Stade Rennais  (13);Paris SG  (1);2:00;Delantero;0;0;0;0;0;0;0;90;LEAGUE 1
Lionel Messi;Argentina;11;24/10/2021;Marseille  (2);Paris SG  (1);0:00;Volante;0;0;0;0;0;0;0;90;LEAGUE 1
Lionel Messi;Argentina;12;29/10/2021;Paris SG  (1);LOSC Lille  (10);2:01;Delantero;0;0;0;0;0;0;46;45;LEAGUE 1
Lionel Messi;Argentina;Group A;4/06/2021;Argentina  (2);Chile  (6);1:01;Delantero;1;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Lionel Messi;Argentina;Group A;9/06/2021;Colombia  (6);Argentina  (2);2:02;Volante;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Lionel Messi;Argentina;Group A;3/09/2021;Venezuela  (9);Argentina  (2);1:03;Delantero;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Lionel Messi;Argentina;Group A;10/09/2021;Argentina;Bolivia;3:00;Delantero;3;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Lionel Messi;Argentina;Group A;8/10/2021;Paraguay;Argentina;0:00;Delantero;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Lionel Messi;Argentina;Group A;11/10/2021;Argentina  (2);Uruguay  (5);3:00;Delantero;1;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Lionel Messi;Argentina;Group A;15/10/2021;Argentina;Peru;1:00;Delantero;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Lionel Messi;Argentina;Round of 16;27/01/2021;Rayo Vallecano;Barcelona;1:02;Delantero;1;0;0;0;0;0;0;90;COPA DEL REY
Lionel Messi;Argentina;Quarter-Finals;3/02/2021;Granada;Barcelona;3:05;Delantero;0;1;1;0;0;0;0;120;COPA DEL REY
Lionel Messi;Argentina;Semi-Finals 1st Leg;10/02/2021;Sevilla FC;Barcelona;2:00;Delantero;0;0;0;0;0;0;0;90;COPA DEL REY
Lionel Messi;Argentina;Semi-Finals 2nd Leg;3/03/2021;Barcelona;Sevilla FC;3:00;Delantero;0;0;1;0;0;0;0;120;COPA DEL REY
Lionel Messi;Argentina;Final;17/04/2021;Athletic;Barcelona;0:04;Delantero;2;0;0;0;0;0;0;90;COPA DEL REY
Lionel Messi;Argentina;Final;17/01/2021;Barcelona;Athletic;2:03;Delantero;0;0;0;0;1;0;0;120;SUPERCOPA DE ESPAÑA
Lionel Messi;Argentina;Group A;14/06/2021;Argentina  (4);Chile  (5);1:01;Volante;1;0;0;0;0;0;0;90;COPA AMERICA
Lionel Messi;Argentina;Group A;19/06/2021;Argentina  (4);Uruguay  (6);1:00;Volante;0;1;0;0;0;0;0;90;COPA AMERICA
Lionel Messi;Argentina;Group A;22/06/2021;Argentina  (2);Paraguay  (5);1:00;Volante;0;0;0;0;0;0;0;90;COPA AMERICA
Lionel Messi;Argentina;Group A;29/06/2021;Argentina;Bolivia;4:01;Volante;2;1;0;0;0;0;0;90;COPA AMERICA
Lionel Messi;Argentina;Quarter-Finals;4/07/2021;Argentina;Ecuador;3:00;Volante;1;2;0;0;0;0;0;90;COPA AMERICA
Lionel Messi;Argentina;Semi-Finals;7/07/2021;Argentina;Colombia;4:03;Volante;0;1;0;0;0;0;0;90;COPA AMERICA
Lionel Messi;Argentina;Final;11/07/2021;Argentina;Brazil;1:00;Delantero;0;0;0;0;0;0;0;90;COPA AMERICA
Kylian Mbappe;France;Group F;15/06/2021;France;Germany;1:00;Volante;0;0;0;0;0;0;0;90;EURO 2020
Kylian Mbappe;France;Group F;19/06/2021;Hungary;France;1:01;Delantero;0;0;0;0;0;0;0;90;EURO 2020
Kylian Mbappe;France;Group F;23/06/2021;Portugal;France;2:02;Volante;0;1;0;0;0;0;0;90;EURO 2020
Kylian Mbappe;France;Round of 16;28/06/2021;France;Switzerland;7:08;Delantero;0;1;0;0;0;0;0;120;EURO 2020
Kylian Mbappe;France;last 16 1st leg;16/02/2021;Barcelona;Paris SG;1:04;Volante;3;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Kylian Mbappe;France;last 16 2nd leg;10/03/2021;Paris SG;Barcelona;1:01;Volante;1;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Kylian Mbappe;France;Quarter-Finals 1st leg;7/04/2021;FC Bayern;Paris SG;2:03;Delantero;2;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Kylian Mbappe;France;Quarter-Finals 2nd leg;13/04/2021;Paris SG;FC Bayern;0:01;Delantero;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Kylian Mbappe;France;Semi-Finals 1st Leg;28/04/2021;Paris SG;Man City;1:02;Delantero;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Kylian Mbappe;France;Group A;15/09/2021;Club Brugge;Paris SG;1:01;Delantero;0;1;0;0;0;0;51;51;UEFA CHAMPIONS LEAGUE
Kylian Mbappe;France;Group A;28/09/2021;Paris SG;Man City;2:00;Delantero;0;1;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Kylian Mbappe;France;Group A;19/10/2021;Paris SG;Leipzig;3:02;Delantero;1;2;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Kylian Mbappe;France;Group A;3/11/2021;Leipzig;Paris SG;2:02;Delantero;0;1;0;0;0;0;90;90;UEFA CHAMPIONS LEAGUE
Kylian Mbappe;France;18;6/01/2021;Saint-Étienne  (14);Paris SG  (3);1:01;Volante;0;0;0;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;19;9/01/2021;Paris SG  (2);Stade Brestois  (10);3:00;Volante;0;1;0;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;20;16/01/2021;SCO Angers  (8);Paris SG  (2);0:01;Volante;0;0;0;0;0;0;80;80;LEAGUE 1
Kylian Mbappe;France;21;22/01/2021;Paris SG  (1);Montpellier  (11);4:00;Delantero;2;1;0;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;22;31/01/2021;FC Lorient  (20);Paris SG  (1);3:02;Delantero;0;0;0;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;23;3/02/2021;Paris SG  (3);Nîmes Olympique  (19);3:00;Delantero;1;0;0;0;0;0;88;88;LEAGUE 1
Kylian Mbappe;France;24;7/02/2021;Marseille  (5);Paris SG  (3);0:02;Volante;1;0;0;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;25;13/02/2021;Paris SG  (3);OGC Nice  (13);2:01;Volante;0;0;1;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;26;21/02/2021;Paris SG  (2);Monaco  (4);0:02;Volante;0;0;1;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;27;27/02/2021;Dijon  (20);Paris SG  (3);0:04;Volante;2;0;0;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;29;14/03/2021;Paris SG  (2);FC Nantes  (19);1:02;Delantero;0;0;0;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;30;21/03/2021;Olympique Lyon  (3);Paris SG  (2);2:04;Volante;2;0;0;0;0;0;70;70;LEAGUE 1
Kylian Mbappe;France;31;3/04/2021;Paris SG  (1);LOSC Lille  (2);0:01;Volante;0;0;1;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;32;10/04/2021;R Strasbourg  (13);Paris SG  (2);1:04;Volante;1;1;0;0;0;0;89;89;LEAGUE 1
Kylian Mbappe;France;33;18/04/2021;Paris SG  (2);Saint-Étienne  (13);3:02;Delantero;2;0;0;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;34;24/04/2021;FC Metz  (9);Paris SG  (2);1:03;Delantero;2;0;1;0;0;0;87;87;LEAGUE 1
Kylian Mbappe;France;37;16/05/2021;Paris SG  (2);Stade Reims  (13);4:00;Delantero;1;0;0;0;0;0;77;77;LEAGUE 1
Kylian Mbappe;France;38;23/05/2021;Stade Brestois  (16);Paris SG  (2);0:02;Delantero;1;0;0;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;1;7/08/2021;Troyes  (18);Paris SG  (4);1:02;Delantero;0;1;0;0;0;0;90;90;LEAGUE 1
Kylian Mbappe;France;2;14/08/2021;Paris SG  (4);R Strasbourg  (20);4:02;Volante;0;1;0;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;3;20/08/2021;Stade Brestois  (12);Paris SG  (3);2:04;Delantero;1;0;1;0;0;0;81;81;LEAGUE 1
Kylian Mbappe;France;4;29/08/2021;Stade Reims  (12);Paris SG  (1);0:02;Delantero;2;0;0;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;5;11/09/2021;Paris SG  (1);Clermont (3);4:00;Delantero;1;0;0;0;0;0;79;79;LEAGUE 1
Kylian Mbappe;France;6;19/09/2021;Paris SG  (1);Olympique Lyon  (7);2:01;Delantero;0;1;0;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;7;22/09/2021;FC Metz  (20);Paris SG  (1);1:02;Delantero;0;0;0;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;8;25/09/2021;Paris SG  (1);Montpellier  (10);2:00;Delantero;0;0;0;0;0;0;88;88;LEAGUE 1
Kylian Mbappe;France;9;3/10/2021;Stade Rennais  (13);Paris SG  (1);2:00;Delantero;0;0;1;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;10;15/10/2021;Paris SG  (1);SCO Angers  (4);2:01;Volante;1;1;0;0;0;0;90;90;LEAGUE 1
Kylian Mbappe;France;11;24/10/2021;Marseille  (2);Paris SG  (1);0:00;Delantero;0;0;0;0;0;0;0;90;LEAGUE 1
Kylian Mbappe;France;13;6/11/2021;G Bordeaux  (16);Paris SG  (1);2:03;Delantero;1;2;1;0;0;0;86;86;LEAGUE 1
Kylian Mbappe;France;Group D;24/03/2021;France  (26);Ukraine  (28);1:01;Volante;0;0;0;0;0;0;77;77;ELIMINATORIAS MUNDIALISTAS
Kylian Mbappe;France;Group D;28/03/2021;Kazakhstan  (36);France  (26);0:02;Delantero;0;0;0;0;0;59;0;31;ELIMINATORIAS MUNDIALISTAS
Kylian Mbappe;France;Group D;31/03/2021;Bosnia  (33);France  (16);0:01;Delantero;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Kylian Mbappe;France;Group D;1/09/2021;France  (10);Bosnia  (38);1:01;Volante;0;0;0;0;0;0;90;90;ELIMINATORIAS MUNDIALISTAS
Kylian Mbappe;France;52;2/06/2021;France;Wales;3:00;Delantero;1;1;0;0;0;0;73;73;AMISTOSO
Kylian Mbappe;France;9;8/06/2021;France;Bulgaria;3:00;Delantero;0;0;0;0;0;0;84;84;AMISTOSO
Kylian Mbappe;France;Semi-Finals;7/10/2021;Belgium;France;2:03;Delantero;1;1;0;0;0;0;0;90;NATIONS LEAGUE FINAL
Kylian Mbappe;France;Final;10/10/2021;Spain;France;1:02;Delantero;1;1;1;0;0;0;0;90;NATIONS LEAGUE FINAL
Kylian Mbappe;France;Third Round;10/02/2021;SM Caen;Paris SG;0:01;Volante;0;0;0;0;0;60;0;30;COUPE DE FRANCE
Kylian Mbappe;France;Fourth Round;6/03/2021;Stade Brestois;Paris SG;0:03;Delantero;2;0;0;0;0;0;0;90;COUPE DE FRANCE
Kylian Mbappe;France;Round of 16;17/03/2021;Paris SG;LOSC Lille;3:00;Volante;2;0;1;0;0;39;0;51;COUPE DE FRANCE
Kylian Mbappe;France;Semi-Finals;12/05/2021;Montpellier;Paris SG;7:08;Volante;2;0;0;0;0;0;82;82;COUPE DE FRANCE
Kylian Mbappe;France;Final;19/05/2021;Paris SG;Monaco;2:00;Volante;1;1;0;0;0;0;0;90;COUPE DE FRANCE
Kylian Mbappe;France;Final;13/01/2021;Paris SG;Marseille;2:01;Volante;0;0;1;0;0;0;0;90;TROPHEE DES CHAMPIONS
Gianluigi Donnarumma;Italy;Group A;11/06/2021;Turkey;Italy;0:03;Portero;0;0;0;0;0;0;0;90;EURO 2020
Gianluigi Donnarumma;Italy;Group A;16/06/2021;Italy;Switzerland;3:00;Portero;0;0;0;0;0;0;0;90;EURO 2020
Gianluigi Donnarumma;Italy;Group A;20/06/2021;Italy;Wales;1:00;Portero;0;0;0;0;0;0;89;89;EURO 2020
Gianluigi Donnarumma;Italy;Round of 16;26/06/2021;Italy;Austria;2:01;Portero;0;0;0;0;0;0;0;120;EURO 2020
Gianluigi Donnarumma;Italy;Quarter-Finals;2/07/2021;Belgium;Italy;1:02;Portero;0;0;0;0;0;0;0;90;EURO 2020
Gianluigi Donnarumma;Italy;Semi-Finals;6/07/2021;Italy;Spain;5:03;Portero;0;0;0;0;0;0;0;120;EURO 2020
Gianluigi Donnarumma;Italy;Final;11/07/2021;Italy;England;4:03;Portero;0;0;0;0;0;0;0;120;EURO 2020
Gianluigi Donnarumma;Italy;Group A;28/09/2021;Paris SG;Man City;2:00;Portero;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Gianluigi Donnarumma;Italy;Group A;3/11/2021;Leipzig;Paris SG;2:02;Portero;0;0;1;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Gianluigi Donnarumma;Italy;16th UEL;18/02/2021;Red Star  (17);AC Milan  (10);2:02;Portero;0;0;1;0;0;0;0;90;EUROPA LEAGUE
Gianluigi Donnarumma;Italy;16th UEL;25/02/2021;AC Milan  (10);Red Star  (16);1:01;Portero;0;0;0;0;0;0;0;90;EUROPA LEAGUE
Gianluigi Donnarumma;Italy;last 16 1st leg;11/03/2021;Man Utd  (39);AC Milan  (11);1:01;Portero;0;0;0;0;0;0;0;90;EUROPA LEAGUE
Gianluigi Donnarumma;Italy;last 16 2nd leg;18/03/2021;AC Milan  (10);Man Utd  (36);0:01;Portero;0;0;0;0;0;0;0;90;EUROPA LEAGUE
Gianluigi Donnarumma;Italy;5;4/06/2021;Italy;Czech Republic ;4:00;Portero;0;0;0;0;0;0;0;90;AMISTOSO
Gianluigi Donnarumma;Italy;15;3/01/2021;Benevento  (10);AC Milan  (1);0:02;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;16;6/01/2021;AC Milan  (1);Juventus  (3);1:03;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;17;9/01/2021;AC Milan  (1);Torino  (17);2:00;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;18;18/01/2021;Cagliari Calcio  (16);AC Milan  (1);0:02;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;19;23/01/2021;AC Milan  (1);Atalanta BC  (6);0:03;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;20;30/01/2021;Bologna  (13);AC Milan  (1);1:02;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;21;7/02/2021;AC Milan  (1);Crotone  (20);4:00;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;22;13/02/2021;Spezia Calcio  (16);AC Milan  (1);2:00;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;23;21/02/2021;AC Milan  (2);Inter  (1);0:03;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;24;28/02/2021;AS Roma  (4);AC Milan  (2);1:02;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;25;3/03/2021;AC Milan  (2);Udinese Calcio  (11);1:01;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;26;7/03/2021;Hellas Verona  (8);AC Milan  (2);0:02;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;27;14/03/2021;AC Milan  (2);Napoli  (6);0:01;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;28;21/03/2021;Fiorentina  (13);AC Milan  (3);2:03;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;29;3/04/2021;AC Milan  (2);Sampdoria  (10);1:01;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;30;10/04/2021;Parma  (19);AC Milan  (2);1:03;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;31;18/04/2021;AC Milan  (2);Genoa  (13);2:01;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;32;21/04/2021;AC Milan  (2);Sassuolo (8);1:02;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;33;26/04/2021;Lazio  (6);AC Milan  (2);3:00;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;34;1/05/2021;AC Milan  (5);Benevento  (17);2:00;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;35;9/05/2021;Juventus  (3);AC Milan  (4);0:03;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;36;12/05/2021;Torino  (14);AC Milan  (3);0:07;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;37;16/05/2021;AC Milan  (3);Cagliari Calcio  (15);0:00;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;38;23/05/2021;Atalanta BC  (2);AC Milan  (3);0:02;Portero;0;0;0;0;0;0;0;90;SERIE A
Gianluigi Donnarumma;Italy;5;11/09/2021;Paris SG  (1);Clermont (3);4:00;Portero;0;0;0;0;0;0;0;90;LEAGUE 1
Gianluigi Donnarumma;Italy;6;19/09/2021;Paris SG  (1);Olympique Lyon  (7);2:01;Portero;0;0;0;0;0;0;0;90;LEAGUE 1
Gianluigi Donnarumma;Italy;9;3/10/2021;Stade Rennais  (13);Paris SG  (1);2:00;Portero;0;0;1;0;0;0;0;90;LEAGUE 1
Gianluigi Donnarumma;Italy;10;15/10/2021;Paris SG  (1);SCO Angers  (4);2:01;Portero;0;0;0;0;0;0;0;90;LEAGUE 1
Gianluigi Donnarumma;Italy;12;29/10/2021;Paris SG  (1);LOSC Lille  (10);2:01;Portero;0;0;0;0;0;0;0;90;LEAGUE 1
Gianluigi Donnarumma;Italy;Group C;25/03/2021;Italy  (9);N Ireland  (51);2:00;Portero;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Gianluigi Donnarumma;Italy;Group C;28/03/2021;Bulgaria  (47);Italy  (9);0:02;Portero;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Gianluigi Donnarumma;Italy;Group C;31/03/2021;Lithuania  (40);Italy  (6);0:02;Portero;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Gianluigi Donnarumma;Italy;Group C;2/09/2021;Italy  (3);Bulgaria  (43);1:01;Portero;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Gianluigi Donnarumma;Italy;Group C;5/09/2021;Switzerland;Italy;0:00;Portero;0;0;0;0;0;0;0;90;ELIMINATORIAS MUNDIALISTAS
Gianluigi Donnarumma;Italy;Group C;8/09/2021;Italy;Lithuania;5:00;Portero;0;0;0;0;0;0;46;45;ELIMINATORIAS MUNDIALISTAS
Gianluigi Donnarumma;Italy;Semi-Finals;6/10/2021;Italy;Spain;1:02;Portero;0;0;0;0;0;0;0;90;NATIONS LEAGUE FINAL
Gianluigi Donnarumma;Italy;Third Place Play-Off;10/10/2021;Italy;Belgium;2:01;Portero;0;0;0;0;0;0;0;90;NATIONS LEAGUE FINAL
Neymar;Brazil;Quarter-Finals 1st leg;7/04/2021;FC Bayern;Paris SG;2:03;Delantero;0;2;0;0;0;0;90;90;UEFA CHAMPIONS LEAGUE
Neymar;Brazil;Quarter-Finals 2nd leg;13/04/2021;Paris SG;FC Bayern;0:01;Delantero;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Neymar;Brazil;Semi-Finals 1st Leg;28/04/2021;Paris SG;Man City;1:02;Volante;0;0;1;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Neymar;Brazil;Semi-Finals 2nd Leg;4/05/2021;Man City;Paris SG;2:00;Volante;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Neymar;Brazil;Group A;15/09/2021;Club Brugge;Paris SG;1:01;Volante;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Neymar;Brazil;Group A;28/09/2021;Paris SG;Man City;2:00;Volante;0;0;0;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Neymar;Brazil;Group A;3/11/2021;Leipzig;Paris SG;2:02;Volante;0;0;1;0;0;0;0;90;UEFA CHAMPIONS LEAGUE
Neymar;Brazil;20;16/01/2021;SCO Angers  (8);Paris SG  (2);0:01;Delantero;0;0;1;0;0;0;0;90;LEAGUE 1
Neymar;Brazil;21;22/01/2021;Paris SG  (1);Montpellier  (11);4:00;Volante;1;0;1;0;0;0;0;90;LEAGUE 1
Neymar;Brazil;22;31/01/2021;FC Lorient  (20);Paris SG  (1);3:02;Volante;2;0;0;0;0;0;0;90;LEAGUE 1
Neymar;Brazil;24;7/02/2021;Marseille  (5);Paris SG  (3);0:02;Volante;0;0;0;0;0;65;0;25;LEAGUE 1
Neymar;Brazil;30;21/03/2021;Olympique Lyon  (3);Paris SG  (2);2:04;Volante;0;0;0;0;0;70;0;20;LEAGUE 1
Neymar;Brazil;31;3/04/2021;Paris SG  (1);LOSC Lille  (2);0:01;Delantero;0;0;1;1;0;0;0;90;LEAGUE 1
Neymar;Brazil;34;24/04/2021;FC Metz  (9);Paris SG  (2);1:03;Volante;0;0;0;0;0;0;81;81;LEAGUE 1
Neymar;Brazil;35;1/05/2021;Paris SG  (2);Lens  (5);2:01;Delantero;1;1;0;0;0;0;90;90;LEAGUE 1
Neymar;Brazil;36;9/05/2021;Stade Rennais  (7);Paris SG  (2);1:01;Volante;1;0;0;0;0;0;0;90;LEAGUE 1
Neymar;Brazil;37;16/05/2021;Paris SG  (2);Stade Reims  (13);4:00;Delantero;1;1;0;0;0;0;0;90;LEAGUE 1
Neymar;Brazil;38;23/05/2021;Stade Brestois  (16);Paris SG  (2);0:02;Volante;0;0;1;0;0;0;0;90;LEAGUE 1
Neymar;Brazil;4;29/08/2021;Stade Reims  (12);Paris SG  (1);0:02;Volante;0;0;0;0;0;0;66;66;LEAGUE 1
Neymar;Brazil;6;19/09/2021;Paris SG  (1);Olympique Lyon  (7);2:01;Volante;1;0;0;0;0;0;0;90;LEAGUE 1
Neymar;Brazil;7;22/09/2021;FC Metz  (20);Paris SG  (1);1:02;Volante;0;1;1;0;0;0;0;90;LEAGUE 1
Neymar;Brazil;8;25/09/2021;Paris SG  (1);Montpellier  (10);2:00;Volante;0;1;0;0;0;0;0;90;LEAGUE 1
Neymar;Brazil;9;3/10/2021;Stade Rennais  (13);Paris SG  (1);2:00;Volante;0;0;0;0;0;0;76;76;LEAGUE 1
Neymar;Brazil;11;24/10/2021;Marseille  (2);Paris SG  (1);0:00;Delantero;0;0;0;0;0;0;83;83;LEAGUE 1
Neymar;Brazil;12;29/10/2021;Paris SG  (1);LOSC Lille  (10);2:01;Volante;0;1;1;0;0;0;0;90;LEAGUE 1
